0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
340	417	853	984	703	900	1125	782	1174	1187
0	110	1136	759	3408	1177	566	1859	1665	3068
54	1137	673	1497	967	924	782	589	843	1037
300	306	685	54	619	550	1120	971	1658	760
517	574	187	504	569	255	997	308	1267	697
193	113	215	262	1116	554	1034	685	1470	1318
125	366	406	235	1191	554	1819	2523	939	889
851	377	519	459	783	2169	165	1527	1479	1283
387	440	187	948	406	368	1412	2444	1988	2059
174	265	658	364	579	433	1109	2066	1354	1918
445	459	258	952	637	552	492	4076	1412	791
185	375	369	313	1034	662	1116	1037	388	1893
83	708	103	514	312	620	454	499	1322	287
573	448	831	577	495	2735	798	761	1231	1706
0	280	1087	896	527	607	1464	919	1134	1484
454	220	851	748	930	160	1011	1352	1014	1244
251	115	660	1075	674	1148	319	461	527	1375
106	261	653	446	3159	811	1684	1344	1543	1388
632	738	343	802	506	2699	1413	801	1057	925
429	700	393	1195	485	157	1234	215	745	625
443	179	601	669	168	199	874	950	1698	1103
481	382	708	362	668	720	328	597	571	1065
315	511	576	807	594	1095	642	696	637	167
216	208	763	1670	488	712	748	1502	1026	1615
535	466	708	756	429	262	806	1064	1018	5853
420	846	867	1577	563	376	673	1675	1680	1449
174	365	1030	403	1257	760	1329	1705	846	871
326	1075	270	1042	355	1437	371	978	557	1462
422	220	653	460	222	722	645	3836	1851	1107
277	325	473	559	286	402	1891	1258	2505	1484
51	408	469	179	675	324	1606	105	776	1868
375	468	462	3035	1426	1348	640	767	2249	1296
1289	199	531	747	785	776	929	541	1081	1523
292	449	358	636	352	918	463	1134	1198	1433
258	339	51	1281	559	2044	1172	3096	890	3897
114	303	383	338	1731	1516	1159	1976	882	2128
560	378	590	663	1118	378	420	816	947	2014
444	228	430	1352	2705	490	729	634	1015	1225
635	274	609	1021	409	332	1124	759	2518	2532
130	549	2180	609	793	832	706	998	1751	1424
132	437	329	672	847	356	581	702	1557	1320
338	516	192	578	519	456	251	1057	411	1443
163	1047	338	498	324	727	598	114	554	1462
160	745	423	317	871	954	1370	1886	363	1096
220	311	497	414	444	1268	760	1560	1069	1399
932	251	236	191	1232	711	798	1440	265	988
516	551	210	446	385	870	1421	1161	904	1119
0	469	279	515	968	1008	2449	1466	910	937
180	311	576	480	539	543	2475	4026	537	298
938	550	655	1396	1204	1215	416	1459	309	1197
175	442	602	1041	423	1047	1274	881	530	1285
524	462	584	1031	977	725	550	1082	3176	3941
767	350	105	332	797	804	1740	1643	1207	733
483	1557	139	208	1109	202	807	1268	983	773
0	548	169	544	1461	1998	909	537	1281	474
304	401	751	879	484	682	328	2246	1575	1037
313	339	745	536	419	843	560	1060	1073	811
451	281	851	178	393	407	924	1001	1451	1521
228	254	145	217	625	723	1828	568	615	945
864	162	447	0	677	771	794	486	1001	1412
530	271	456	422	702	502	467	2557	724	1858
341	106	288	670	1418	910	742	419	1050	857
173	1599	569	365	912	763	1130	1433	666	1187
156	538	866	267	742	896	439	264	865	2169
0	200	295	1030	434	452	2762	1084	1282	1002
333	304	277	1568	353	3778	964	799	1746	1152
212	111	545	2255	776	1020	2757	472	1647	1243
54	320	139	845	1705	530	2329	752	625	1237
945	679	0	453	764	958	392	846	1161	1308
259	673	759	216	340	1052	1028	333	909	1539
379	362	1016	672	1015	783	639	1440	624	1089
327	574	667	568	1173	391	1124	523	175	744
177	253	2368	183	363	527	922	511	821	2315
405	629	444	855	315	1491	935	1173	1123	1695
229	584	868	253	1018	425	764	1173	2376	853
77	200	992	664	469	816	913	818	1132	1390
589	420	254	662	407	1122	1384	363	1139	1486
244	521	654	843	372	299	1299	1247	214	1451
384	231	52	612	1581	866	1439	1158	775	1526
703	597	422	103	712	252	546	918	1083	383
224	490	132	779	415	940	1267	113	541	905
125	115	108	907	268	660	599	1398	1862	574
149	240	525	1040	316	806	1188	910	1129	3260
310	1083	793	766	894	964	835	1185	1113	900
456	437	889	623	1172	1068	1350	1123	1294	1782
121	822	1163	842	849	383	549	113	1521	479
176	682	189	578	310	1180	1027	556	1201	564
0	1138	438	338	102	697	1502	1417	1515	457
