0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
9	1832	3676	1694	3168	4133	2172	10323	5828	6194
881	1463	893	3065	1022	7433	3439	5015	5922	2312
38	1182	1419	2483	1472	2890	2585	3904	4022	5286
381	846	1527	5961	4258	2057	5448	6098	8237	6267
132	1712	2558	2460	1957	1757	18070	4243	1522	4474
63	1657	1831	4094	3498	1801	14620	3876	7951	4622
32	1699	3204	2209	1232	2735	3914	5294	260	8168
361	779	3350	3348	2213	3692	9035	4085	6377	20410
74	3033	1098	1458	2364	2867	2316	2960	5305	6905
494	304	1339	2752	5219	2480	8236	2154	7493	4183
553	1022	2291	2515	3534	2110	1801	3402	20525	6902
1698	1336	263	4202	2631	3357	4792	4268	9833	4708
192	381	3137	3230	3772	2742	4995	5123	2300	4770
1330	1746	2622	2072	1917	2155	3366	4343	3563	5410
598	579	2417	1110	3277	3385	8016	2659	6587	2585
98	607	1331	3630	3439	1421	3254	3826	16289	3112
255	1122	1902	1648	987	2145	3787	1059	4996	6625
448	1371	1591	6002	1891	2273	1894	7520	4761	5644
868	916	2687	4982	3042	4068	6681	4680	7154	6851
395	743	2846	1069	2549	4108	2892	2986	4523	4265
650	818	2046	4904	1065	4747	3720	2808	14701	2244
602	1713	1829	3651	4175	5920	2648	12493	3968	9148
767	1145	3009	2908	2883	5371	4596	3300	5887	5815
862	1340	1703	3672	649	2127	1291	2982	5930	8207
3474	999	1094	4384	1711	5889	11896	9672	6525	3788
708	358	2976	3421	3029	4947	3497	3546	22384	8662
3	716	311	4108	4991	1169	5160	1828	2616	9936
338	3333	1989	3696	11194	3311	4223	3814	6945	4113
4834	771	1869	1832	3110	4139	3151	2264	3298	9328
717	9670	2781	2803	2219	8522	4460	6925	4670	5790
824	1015	1233	1807	1519	1283	2612	2129	2861	5682
959	1895	1933	4007	932	3852	1794	17980	5227	2815
827	732	767	2786	2041	2339	5270	4999	5427	4158
742	1328	3359	2435	3848	3115	4988	6868	5696	6302
543	121	2443	3486	10279	5787	4192	3202	4938	6330
209	1807	1696	1547	1985	2653	6938	2941	4536	1822
1099	1138	489	2277	5288	3123	5326	3758	21687	2477
1311	403	1264	3444	4541	2030	6769	4041	4293	4386
34	1264	1426	3607	2215	2498	4014	17440	4407	3987
1152	118	1180	1345	1240	3416	2570	7962	4548	4307
667	1109	1824	2529	2075	3327	5994	8338	17442	2191
1314	536	717	1443	2878	5024	8542	9791	4768	7923
595	1433	629	3162	2300	3117	2703	15548	8848	11792
552	2268	1598	3429	3811	1462	8450	4298	2211	4123
572	799	779	3732	3699	3475	7822	5368	6023	5963
41	2458	1088	1948	3833	9836	5528	5101	1652	13405
469	2066	1434	672	625	3743	2856	2117	4344	5242
499	351	525	713	2025	6001	7410	11581	7356	4369
648	1833	318	1880	6305	2359	5451	6216	8788	6789
611	2917	1248	1602	1356	2521	3952	3948	7734	7337
315	2121	23	4198	1366	2517	4966	14446	3279	10960
1429	3201	2107	4334	2524	5761	4813	5949	3374	8602
672	558	1361	3616	5253	1064	3087	5812	4869	3913
656	2844	2527	2534	1750	2831	11029	14144	3405	5559
1009	1163	2024	2018	2734	1403	5833	3507	5667	3561
1665	1715	494	2505	1614	5740	9776	6830	6046	2204
27	2013	1727	4654	4632	1982	3226	5021	7490	2845
2158	1784	989	2763	2883	4324	6574	4639	3107	7117
113	1363	1606	1949	6547	1351	4599	6590	18114	3331
718	2160	423	4019	4127	3920	8505	3948	3952	3942
1602	1826	1513	2224	5224	2013	5805	6311	4540	4134
1344	306	940	3058	3102	3781	6805	5754	6122	6242
330	2301	904	3235	5991	3629	1312	25894	4883	2506
742	2159	2000	1380	8661	4445	3150	2860	4943	10209
1152	790	1139	528	2002	1983	6012	6829	3228	7062
969	3284	530	253	2102	3178	3464	19339	5549	5787
1146	2210	1247	3481	5226	3997	5744	3324	3202	7179
1417	1092	1777	1696	1227	1999	1444	6955	3425	2575
3347	734	695	2572	6433	5841	2211	7672	4643	6959
659	3741	750	2882	11394	4202	6680	3537	5619	3463
468	495	805	2796	2226	6361	3460	4361	2610	1670
14	2061	5794	2240	5082	6884	5820	4182	9995	7899
1284	222	1248	1561	2316	4275	1159	2120	4468	5148
4208	1497	1939	342	4318	3321	1133	2195	9406	5452
2224	1421	1506	2183	1370	2031	20090	1522	4823	4335
272	2986	327	1324	1860	8966	2535	3526	3389	2424
466	943	2871	3647	3559	17210	3694	3141	8733	5604
36	187	1459	1511	3962	5661	5250	4551	2751	5549
513	640	395	4684	4949	6684	7742	6262	3638	6903
41	887	1757	1584	3333	5021	1535	6876	3383	2604
1957	814	3964	1931	3907	5219	2792	4217	6551	3981
1011	2305	2283	1685	3417	3027	1401	3023	2491	2119
99	1212	1944	1288	5258	2768	3230	2785	10562	14584
1044	2395	1480	698	4414	6981	4426	6672	4688	7276
882	1023	2033	1121	3273	6750	3155	4523	3468	2071
349	1301	2551	2956	8218	3223	4515	7515	7001	1152
668	1036	2615	795	1586	13193	7536	6137	5434	5534
5	727	3204	2295	1171	2471	4791	4441	5209	5607
7	985	2587	4623	4449	3916	2087	2926	4443	5979
339	1269	366	2191	2553	1835	5064	4270	4417	4832
2	1022	2454	3867	3147	4364	4366	6167	2149	3500
743	507	1094	1421	2003	2973	5805	1868	4478	7461
270	5816	1598	3845	1189	3241	6166	2419	4352	5571
1921	1287	2674	1303	3635	6613	5160	3413	3124	6262
614	949	1119	3562	3776	14865	6951	11637	5607	9738
275	1666	4074	2291	5303	17959	4102	3445	4673	7680
398	1468	1208	32	3870	3509	4593	5479	5466	3318
1986	481	1835	1524	1877	2021	1175	4320	8140	8479
1553	1299	2739	1788	3203	5731	6419	6224	1701	7155
742	1207	1381	1127	2212	3500	3256	2131	17542	5433
1175	186	1313	1796	1510	3514	3410	6204	5634	5202
427	2775	2640	2686	2071	8118	1549	2957	4357	7712
473	1330	2920	3988	3107	3717	5378	3162	6680	3903
575	1906	1325	3701	1083	3691	3849	5474	3787	8777
2675	1723	2346	1659	12497	2782	4756	2869	3712	10320
244	1069	1508	4960	5366	4438	2770	956	9638	9791
275	1667	1984	4113	1026	2654	6490	1774	7097	7438
1276	1715	880	3282	1942	3013	5069	10437	5743	6589
27	10	1972	2898	5625	8834	3961	2779	5642	9637
1041	2309	1106	1980	2792	5429	2707	5852	5524	8112
116	2029	1	4068	2902	4045	1267	6365	5737	6790
