0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
1343	1969	3664	5609	7158	6787	5112	8801	5099	7462
1491	2555	2638	5108	10244	3023	3346	6974	8069	9361
2224	2526	2384	2961	4257	4746	9859	6003	13720	7514
3126	1169	2525	7222	6945	5285	5027	5424	9868	15809
2650	3562	5336	4319	5783	3573	6935	11134	3438	11322
7150	3200	2387	2196	3211	6919	4722	11323	3798	6628
759	1620	1121	7075	3673	4424	9021	5224	9344	9228
558	732	5933	5444	5940	6014	7549	14147	6476	11062
3147	2015	5120	2391	1988	6115	8220	6815	3414	6669
1359	3527	2263	3909	2762	6248	6112	13576	9792	7735
2158	4758	12159	6304	2565	1131	5980	12878	7865	5478
671	2091	983	3330	4632	4871	2893	4207	5783	3018
2492	1368	4491	6930	4345	5576	8157	13558	6000	10403
2063	1400	3959	5432	5042	4460	6842	4047	10532	3850
2183	1767	1694	4628	560	3694	30266	5271	8580	9230
2079	1130	3570	3888	2185	4352	5666	12070	5943	13716
800	4039	474	3369	8006	4843	30434	8204	6527	11622
2186	2760	2870	4400	17227	2614	2035	4131	3570	11287
925	1169	1622	6854	4600	3695	4944	4626	4216	12912
2977	3603	4766	3976	9098	9934	4079	9712	3093	7173
900	998	3183	2974	2083	9122	3242	3807	4385	4530
471	2244	3365	5249	2841	2190	4689	10439	3989	10423
1028	2091	1234	2045	3390	4779	6170	5584	4297	3709
1799	2098	2467	2157	3593	3802	5873	11979	5994	3056
1934	2951	2568	2497	3115	5277	5454	12898	5398	10297
387	3151	1153	979	5260	5923	6970	3673	7668	6543
1331	3403	7258	2585	3277	3734	9937	7892	7107	3925
2650	1804	1112	1916	5079	12151	5127	4049	9240	3882
1060	3878	2828	5330	5509	5458	9167	8099	7136	5843
1107	2321	2612	3146	6845	4589	6011	10787	3595	10889
1145	1342	3553	8477	3480	2752	4357	4889	6024	3360
451	1849	2231	4073	3814	4351	6172	7641	9398	9785
467	2213	2909	5653	3195	5448	9929	9655	4059	4563
1553	3612	3208	3278	4816	6693	13715	5989	7134	6879
924	2245	1928	1275	9160	4563	5125	8502	10307	6872
868	1493	3575	2825	4935	4714	7438	4823	30436	4333
1651	1766	2342	4346	5167	7057	3879	3954	3333	11110
1121	2348	1085	4929	5205	4201	5213	6958	7196	11925
