1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
268	213	499	216	202	367	568	682	726	433
231	246	462	492	445	361	247	338	896	476
219	159	695	252	379	443	519	167	413	453
232	202	175	217	174	673	691	508	338	413
264	455	268	362	298	611	380	599	619	757
190	211	151	338	480	521	203	321	455	585
200	209	199	552	362	433	150	338	410	696
202	216	350	293	431	424	512	280	490	662
264	160	261	178	252	615	268	691	776	660
181	484	285	464	502	542	338	594	678	202
300	153	231	390	263	680	552	264	414	374
224	179	154	383	264	496	464	236	430	200
232	216	219	408	239	554	300	406	682	444
227	397	216	216	433	396	570	480	573	427
165	216	325	202	414	199	163	445	338	202
150	203	264	251	228	433	181	362	261	214
203	217	434	443	380	455	610	151	438	206
206	216	214	181	298	680	428	533	224	508
285	181	287	217	199	216	381	595	619	728
181	168	434	749	163	430	416	289	439	929
230	216	217	666	264	217	520	362	800	461
290	216	300	518	496	415	479	264	268	163
203	262	199	235	181	200	373	931	838	597
153	182	384	209	402	240	466	787	217	443
207	208	216	319	371	235	469	749	383	264
212	300	160	492	199	215	173	368	373	290
206	416	515	362	732	295	166	214	492	546
216	265	380	319	268	150	283	451	158	151
151	235	362	380	502	444	194	298	300	181
191	161	259	216	770	396	373	665	666	711
177	283	235	293	261	282	663	480	508	454
293	439	381	160	173	476	499	159	487	793
216	236	582	683	669	263	180	292	493	492
194	212	194	383	285	362	496	222	759	499
177	231	177	561	570	498	597	161	582	570
181	235	292	496	300	414	444	564	445	536
219	169	399	158	407	338	381	662	638	214
151	186	683	475	303	384	362	356	695	441
264	235	602	426	273	200	330	466	216	414
193	236	252	431	552	255	511	367	399	445
232	264	264	334	438	177	691	560	395	466
275	192	215	235	216	455	362	758	418	674
224	202	206	689	268	449	380	512	565	445
194	454	403	155	496	281	470	430	484	368
286	284	546	461	439	441	264	474	623	829
177	392	235	338	499	301	445	334	492	338
162	197	445	222	157	177	541	523	479	289
224	295	224	414	480	444	480	346	321	1015
199	519	186	396	180	493	226	194	290	165
203	338	171	362	169	454	172	426	319	225
202	152	289	543	624	484	663	190	420	268
219	358	295	281	179	433	169	167	290	224
281	181	217	384	630	484	268	533	373	217
156	216	563	190	476	426	791	202	401	724
175	508	235	177	484	682	589	260	372	373
285	264	224	210	342	357	581	509	541	520
219	213	485	414	519	449	250	682	602	380
217	282	235	273	371	436	696	375	480	499
264	289	177	319	224	202	438	407	480	206
222	241	160	322	425	260	497	512	452	1058
217	344	632	235	180	443	488	251	338	508
281	200	440	431	175	157	644	702	252	298
237	160	375	589	448	384	319	277	403	150
295	253	254	402	630	453	180	489	264	399
159	197	183	455	202	216	462	414	374	202
181	415	279	392	174	499	679	543	180	405
203	373	211	264	191	570	568	357	742	417
235	370	160	206	445	497	508	168	209	770
293	444	282	484	158	867	459	412	362	628
199	428	199	416	202	216	493	521	847	362
202	290	746	212	192	235	482	675	214	338
246	217	190	290	199	277	351	374	876	289
224	481	368	225	458	298	159	503	261	553
202	241	235	264	264	454	380	497	280	217
254	287	177	424	373	520	241	418	380	436
235	455	203	252	606	517	399	224	407	481
150	181	293	287	492	180	399	480	480	669
219	293	301	160	433	492	433	190	384	669
289	202	370	180	384	155	552	406	462	416
178	163	410	268	200	217	152	295	362	542
175	252	517	400	588	292	202	354	680	639
219	178	247	573	461	280	232	155	416	416
209	379	186	217	457	597	236	499	261	430
286	206	224	338	560	450	380	436	632	225
262	369	181	401	212	501	694	432	338	362
276	205	544	373	338	174	175	469	375	287
199	216	287	199	480	281	468	807	264	667
228	199	384	499	455	407	445	373	466	842
215	163	261	164	540	461	496	496	742	552
286	264	513	177	492	415	344	413	199	480
225	216	484	169	499	474	164	663	442	540
190	189	202	194	367	228	457	414	776	167
