1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
181	15	0	38	0	0	74	14	25	0
1	0	9	48	13	28	10	0	84	10
2	2	3	0	3	2054	0	16	48	131
0	153	0	5	128	210	11	0	0	28
2	4	1	116	783	0	0	25	0	0
1	7	17	0	0	129	5	0	98	84
76	0	0	196	10	0	8	10	115	122
18	0	0	56	457	25	247	189	58	0
0	6	0	74	0	13	6	26	13	44
3	0	11	7	11	0	146	18	1279	0
1	9	262	7	0	8	65	56	25	0
29	61	0	47	35	0	367	210	207	0
1	0	28	2	193	0	5	232	20	4
0	167	198	8	103	7	43	55	370	1251
2	3	245	3	0	10	0	0	4	180
1	68	4	154	34	36	0	8	24	1357
0	4	10	175	0	0	16	133	0	107
1	61	8	4	0	9	0	20	39	111
1	7	0	0	0	0	11	0	26	20
0	45	608	42	2570	0	33	0	0	1244
1	2	0	5	9	0	754	362	0	12
1	2	10	4	26	108	32	0	138	260
1	8	56	10	13	177	388	10	103	142
0	87	78	0	105	66	45	35	83	0
0	1	0	0	37	9	411	56	0	12
1	9	8	3	271	414	140	114	4	0
0	0	8	274	9	167	9	792	1053	0
18	0	4	8	0	0	244	44	27	2698
1	0	8	8	15	12	0	23	129	405
425	5	302	0	0	203	17	0	170	0
0	20	7	1	0	263	100	239	0	12
0	177	19	99	142	0	67	136	24	0
1	46	46	10	0	0	18	0	88	1
1	58	10	4	4	171	0	524	673	0
1	12	36	6	16	235	405	125	0	0
3	6	8	49	429	0	14	13	346	16
2	1	3	2	9	158	134	34	64	14
152	0	18	21	28	22	98	9	52	111
10	21	19	317	0	653	39	76	0	363
1	4	7	0	1248	68	259	0	259	6
0	149	0	3	22	0	0	0	50	81
1	0	13	44	24	1	152	38	0	0
1	9	0	39	66	0	22	103	10	281
8	2	1	0	6	136	4	10	7	175
1	2	29	209	21	14	16	39	0	0
1	3	0	33	374	0	456	14	0	0
1	34	0	0	0	13	0	158	125	24
0	17	251	0	5	0	16	110	66	321
0	5	14	242	48	213	246	12	271	79
1	182	3	0	134	9	0	127	0	36
155	73	4	6	39	0	5	0	31	749
0	0	3	0	0	94	3	16	10	0
2	4	34	190	35	80	0	12	7	106
3	0	7	5	0	0	0	12	0	0
0	0	0	10	0	12	599	124	44	26
1	0	11	0	26	32	32	0	1223	0
