0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
2870	2678	3687	1352	3899	1830	8708	8011	8410	9872
2040	1873	3336	3024	3689	5055	4500	2989	6375	2981
2874	5223	1335	3990	2330	5048	6036	6177	4096	17963
878	1359	2778	3236	5384	4647	5545	4847	8678	3343
0	2374	2393	3782	2216	7670	6424	7334	4913	5991
1448	1551	4125	4946	3756	3076	3757	2570	7792	5243
1275	2042	3885	3621	6859	5446	7439	8505	8745	3423
2128	1433	4248	4768	3029	2849	3829	11397	6821	6582
1827	3270	2489	5130	4286	3603	7630	4889	9900	7634
2020	2149	10568	5996	24488	3262	4272	4192	15559	7337
587	3617	3386	5312	7227	3097	4380	4323	8965	13807
819	3845	4270	5105	1919	5595	12325	6310	12925	7270
421	1896	2405	3865	3431	6994	5145	2977	4508	9136
872	595	3475	2663	7023	6062	2267	8588	9144	4723
2735	1608	1676	2689	1829	5261	2865	7861	7578	12426
1095	1811	3131	2470	5688	8532	4441	6047	8599	10893
1489	1695	2717	2076	3757	2774	5179	6613	6827	9372
1437	3161	3429	3965	4550	3998	6276	2177	8313	9503
3404	2809	3636	1879	4724	7716	16642	8733	8835	7860
2500	1489	2372	764	1557	8261	5430	5901	4043	8761
1162	3248	3373	4353	6302	5365	7802	3720	6838	2967
2163	1308	4661	3771	5962	4389	4266	3191	3461	10487
1514	601	1312	3366	7394	2585	3563	4610	5675	7365
252	4464	1985	2799	7177	4924	2373	6300	13922	8767
615	3099	2961	5608	3836	7334	3711	11899	9420	6025
2026	1612	1898	3503	4473	5569	8793	7718	2915	11090
2353	882	1728	11205	3738	4361	9547	6267	10685	9011
114	1252	3618	1965	7954	5320	4480	4188	8583	5813
726	5167	2395	1502	3626	3529	6668	13192	4578	5478
1635	1458	2347	4505	4071	4118	5694	6932	4175	5478
