0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
442	806	318	808	1099	1391	1414	1645	1083	2462
196	824	1017	708	681	1272	1658	1716	709	728
625	667	1150	919	954	1740	1863	1617	1695	1900
802	591	429	496	914	1369	896	2188	2961	1521
370	462	212	1431	1449	685	1336	736	1065	1527
218	450	730	1747	1777	108	1303	1074	1245	541
739	1265	419	1001	1965	800	714	2441	3810	1323
606	849	1295	954	410	1092	943	401	1416	1152
586	689	898	989	740	1252	1485	4013	1794	1102
493	217	920	1680	1149	1422	518	1177	653	535
122	518	111	1354	795	600	1151	1634	446	1306
104	360	237	767	884	1363	1528	1293	745	108
599	955	797	763	809	1325	319	1809	1010	924
121	492	585	948	1344	1293	1852	1450	2825	967
208	651	725	770	1752	1249	880	1414	1827	943
0	3604	665	830	698	852	1376	1450	719	2720
148	444	579	774	1214	987	1523	2677	1433	1887
2085	422	1138	779	696	849	1131	5749	1880	885
324	463	1112	881	1380	1303	1550	1331	1029	2651
272	272	228	1215	1087	668	347	965	706	1521
268	104	1361	740	319	1056	1529	521	4152	1869
103	210	979	205	1321	437	1501	211	1328	1626
720	224	976	1062	1506	220	1154	1389	227	865
418	696	645	517	1284	2050	1775	1283	2195	1098
557	2369	567	976	227	1546	1280	546	1399	2134
347	447	1671	1235	1695	782	784	1122	608	1257
691	1162	329	843	463	876	1789	1393	1732	1302
308	323	561	1061	1037	1297	590	736	1556	1335
903	724	1247	291	1375	2397	1323	752	1368	3077
345	308	1127	616	1223	957	1037	704	108	4923
230	695	550	789	1655	1422	1290	2228	1129	1218
456	1009	818	727	1124	1248	4132	1049	2254	1092
101	851	312	248	735	488	4267	3213	1441	1596
355	523	815	1214	1705	2627	427	770	1782	1305
432	1655	1036	783	772	2386	1427	1213	1850	657
313	1296	498	247	759	2783	1411	991	515	751
609	445	1048	689	620	925	3214	2559	641	1762
108	223	234	724	826	1038	1255	1719	3038	1642
812	415	1225	1379	2217	1052	1112	1834	1520	368
862	739	318	729	918	1417	1233	1246	2140	940
316	625	217	974	1488	3071	1382	1157	838	2296
446	919	1307	1058	275	566	1255	1794	1995	0
990	572	217	1349	1464	420	885	2574	3029	1912
1458	450	1309	745	656	2522	1468	1457	925	630
425	695	453	1149	1675	944	1829	0	1228	1617
110	632	431	533	209	999	1232	905	1176	1273
305	744	667	1076	975	1028	1909	880	1329	1598
686	466	1023	1592	898	105	1256	528	1566	1706
540	508	746	695	1050	942	1447	723	933	1069
136	455	1121	869	647	505	1046	2203	0	2144
354	1125	0	728	446	1096	714	539	1057	595
325	462	143	898	1214	938	1271	2284	1733	1761
572	329	1121	647	542	1190	1511	1327	1060	2950
354	417	311	650	561	725	949	1805	1673	956
105	105	502	1242	530	577	1206	1629	2335	2302
428	421	653	758	622	2277	650	1551	937	3966
554	213	558	1008	1406	996	632	1954	2087	558
652	115	813	519	318	1598	1665	123	1034	1802
220	1346	208	834	1017	321	1209	445	826	463
689	1012	214	1703	685	1187	1690	1251	410	940
771	529	2011	822	1095	2183	1613	4058	2082	1963
449	542	1435	424	592	1917	937	714	1452	2735
1034	386	887	560	1371	908	1583	1792	1445	1402
351	318	624	762	448	1194	1662	692	1791	465
169	225	1632	212	994	2199	1216	1484	691	2715
850	1049	636	935	1766	739	1898	742	1423	1013
412	119	503	1426	860	950	1519	1042	2098	1153
206	467	1132	104	970	2297	331	1359	4098	1825
221	344	447	564	143	992	538	1348	2259	2536
1349	894	737	486	1336	1193	240	3306	1835	2230
313	611	1197	892	840	1123	1044	2859	1981	3056
361	325	1010	941	1438	1160	1474	1697	2480	1906
324	751	907	1401	1405	545	1412	2387	1460	725
714	738	510	1013	981	772	1156	617	2382	2262
681	231	668	561	839	1894	1262	808	2483	1443
1134	463	955	857	985	459	1552	1427	1242	499
1027	484	1521	990	1950	1147	1103	1886	359	2137
230	927	984	2172	1329	1268	1481	1147	1955	2550
111	929	1923	563	882	1097	414	1060	101	1015
112	362	1004	545	1506	798	1723	735	1676	2162
371	500	506	1248	392	2681	1406	728	1261	430
103	315	852	946	1466	440	1497	1686	2631	2901
497	718	508	583	1416	1078	1031	529	599	2322
738	646	651	716	1249	1681	639	1691	1163	1451
240	848	515	1143	923	2405	1304	1335	1610	2006
340	536	1059	1016	882	2630	803	3377	1033	3389
623	1276	820	722	1446	533	969	550	998	2532
331	449	450	1340	524	1576	1038	2101	1116	1357
310	943	1286	1230	1422	549	1976	3224	1551	918
255	540	306	1887	1018	1555	1213	885	2393	1417
328	232	555	343	1400	1425	721	1365	844	934
