0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
1540	768	3606	5823	5235	4895	5232	3932	18351	15015
450	318	568	597	4420	5495	4350	4249	6032	4263
155	141	580	1240	4784	2648	13405	5588	11333	8068
122	1559	60	2357	2588	3646	9102	2801	18452	8785
890	975	1413	4580	3939	2227	2521	4444	13377	4107
269	2823	1299	3061	4003	4268	12151	3866	8970	4898
389	556	265	3142	2853	17375	4420	3656	8173	5376
506	1417	380	3575	4496	4462	8288	3727	6010	5390
91	1560	1079	266	3879	2000	3210	6046	7411	5492
793	312	2987	924	2918	4730	2601	2353	4694	2918
3	2870	8075	832	3190	3010	3489	4218	11384	5380
1211	1238	1941	2513	4573	2118	3002	8032	2077	17146
44	792	672	1267	1585	4082	3933	4639	3432	5818
85	890	608	2440	6763	5632	5545	2136	4721	2561
1488	6576	661	3786	95	1890	9019	6441	4120	10951
203	257	3565	2730	2658	5023	5174	7426	5367	10331
966	268	1807	2065	2758	566	7358	3627	5454	4813
